0x004021b0:0x004021d0, __cxx_global_var_init
0x004886c0:0x00488719, _ZN3povL25Translate_Smooth_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00488720:0x0048872f, _ZN3povL22Rotate_Smooth_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00488730:0x004888c9, _ZN3povL21Scale_Smooth_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004888d0:0x00488965, _ZN3povL25Transform_Smooth_TriangleEPNS_13Object_StructEPNS_16Transform_StructE
0x00488970:0x00488971, _ZN3povL22Invert_Smooth_TriangleEPNS_13Object_StructE
0x00488980:0x00488ba9, _ZN3pov16Compute_TriangleEPNS_15Triangle_StructEi
0x00488bb0:0x00488c07, _ZN3povL27find_triangle_dominant_axisEPNS_15Triangle_StructE
0x00488c10:0x00488de5, _ZN3povL23compute_smooth_triangleEPNS_22Smooth_Triangle_StructE
0x00488df0:0x00488f68, _ZN3pov21Compute_Triangle_BBoxEPNS_15Triangle_StructE
0x00488f70:0x0048905f, _ZN3pov15Create_TriangleEv
0x00489060:0x004891a3, _ZN3pov22Create_Smooth_TriangleEv
0x004891b0:0x00489352, _ZN3pov18Calculate_Smooth_TEPdS0_S0_S0_
0x00489360:0x004895ca, _ZN3povL18Intersect_TriangleEPNS_10Ray_StructEPNS_15Triangle_StructEPd
0x004895d0:0x0048965c, _ZN3povL21All_TTF_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00489660:0x004896c9, _ZN3povL10Inside_TTFEPdPNS_13Object_StructE
0x004896d0:0x004896d9, _ZN3povL10TTF_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004896e0:0x00489753, _ZN3povL8Copy_TTFEPNS_13Object_StructE
0x00489760:0x00489765, _ZN3povL13Translate_TTFEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00489770:0x00489775, _ZN3povL10Rotate_TTFEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00489780:0x00489785, _ZN3povL9Scale_TTFEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00489790:0x004897a6, _ZN3povL13Transform_TTFEPNS_13Object_StructEPNS_16Transform_StructE
0x004897b0:0x004897b5, _ZN3povL10Invert_TTFEPNS_13Object_StructE
0x004897c0:0x004897e0, _ZN3povL11Destroy_TTFEPNS_13Object_StructE
0x004897e0:0x00489bc4, _ZN3pov13ProcessNewTTFEPNS_13Object_StructEPcPtdPd
0x00489bd0:0x00489fbd, _ZN3povL15ProcessFontFileEPc
0x00489fc0:0x0048a08d, _ZN3povL10Create_TTFEv
0x0048a090:0x0048a144, _ZN3povL16ProcessCharacterEPNS_18FontFileInfoStructEjPj
0x0048a150:0x0048a3e2, _ZN3pov12FreeFontInfoEv
0x0048a3f0:0x0048a496, _ZN3pov16Compute_TTF_BBoxEPNS_19TrueTypeFont_StructE
0x0048a4a0:0x0048a5ff, _ZN3povL12OpenFontFileEPc
0x0048a600:0x0048a624, _ZN3povL12compare_tag4EPKhS1_
0x0048a630:0x0048a689, _ZN3povL8readLONGEPN8pov_base7IStreamEiPKc
0x0048a690:0x0048a734, _ZN3povL9readULONGEPN8pov_base7IStreamEiPKc
0x0048a740:0x0048a78e, _ZN3povL10readUSHORTEPN8pov_base7IStreamEiPKc
0x0048a790:0x0048a8e9, _ZN3povL16ProcessHeadTableEPNS_18FontFileInfoStructEi
0x0048a8f0:0x0048a919, _ZN3povL16ProcessMaxpTableEPNS_18FontFileInfoStructEi
0x0048a920:0x0048a9d0, _ZN3povL16ProcessLocaTableEPNS_18FontFileInfoStructEi
0x0048a9d0:0x0048a9f9, _ZN3povL16ProcessHheaTableEPNS_18FontFileInfoStructEi
0x0048aa00:0x0048aad1, _ZN3povL16ProcessHmtxTableEPNS_18FontFileInfoStructEi
0x0048aae0:0x0048ad11, _ZN3povL16ProcessKernTableEPNS_18FontFileInfoStructEi
0x0048ad20:0x0048ad84, _ZN3povL9readSHORTEPN8pov_base7IStreamEiPKc
0x0048ad90:0x0048af20, _ZN3povL14ProcessCharMapEPNS_18FontFileInfoStructEj
0x0048af20:0x0048b005, _ZN3povL16ExtractGlyphInfoEPNS_18FontFileInfoStructEPjj
0x0048b010:0x0048b069, _ZN3povL19ProcessFormat0GlyphEPNS_18FontFileInfoStructEj
0x0048b070:0x0048b355, _ZN3povL19ProcessFormat4GlyphEPNS_18FontFileInfoStructEj
0x0048b360:0x0048b3c4, _ZN3povL19ProcessFormat6GlyphEPNS_18FontFileInfoStructEj
0x0048b3d0:0x0048bd61, _ZN3povL19ExtractGlyphOutlineEPNS_18FontFileInfoStructEPjj
0x0048bd70:0x0048bf61, _ZN3povL21ConvertOutlineToGlyphEPNS_18FontFileInfoStructEPNS_12GlyphOutlineE
0x0048bf70:0x0048c8f4, _ZN3povL14GlyphIntersectEPNS_13Object_StructEPdS2_PNS_11GlyphStructEdPNS_10Ray_StructEPNS_13istack_structE
0x0048c900:0x0048c9e2, _ZN3povL14GetZeroOneHitsEPNS_11GlyphStructEPdS2_dS2_S2_
0x0048c9f0:0x0048cb3d, _ZN3povL10solve_quadEPdS0_dd
0x0048cb40:0x0048cf55, _ZN3povL12Inside_GlyphEddPNS_11GlyphStructE
0x0048cf60:0x0048cf65, _ZN3pov8pattern1EPdPNS_14Pattern_StructE
0x0048cf70:0x0048cf75, _ZN3pov8pattern2EPdPNS_14Pattern_StructE
0x0048cf80:0x0048cf85, _ZN3pov8pattern3EPdPNS_14Pattern_StructE
0x0048cf90:0x0048cf9b, _ZN3pov6bumpy1EPdPNS_14Tnormal_StructES0_
0x0048cfa0:0x0048cfab, _ZN3pov6bumpy2EPdPNS_14Tnormal_StructES0_
0x0048cfb0:0x0048cfbb, _ZN3pov6bumpy3EPdPNS_14Tnormal_StructES0_
0x0048cfc0:0x0048d00a, _ZN3pov20POV_Std_Display_InitEii
0x0048d010:0x0048d035, _ZN3pov24POV_Std_Display_FinishedEv
0x0048d040:0x0048d041, _ZN3pov21POV_Std_Display_CloseEv
0x0048d050:0x0048d0a1, _ZN3pov20POV_Std_Display_PlotEiijjjj
0x0048d0b0:0x0048d12a, _ZN3pov25POV_Std_Display_Plot_RectEiiiijjjj
0x0048d130:0x0048d1dd, _ZN3pov24POV_Std_Display_Plot_BoxEiiiijjjj
0x0048d1e0:0x0048d1fc, _ZN3pov21DebugTextStreamBufferC2Ev
0x0048d200:0x0048d205, _ZN3pov21DebugTextStreamBufferD2Ev
0x0048d210:0x0048d222, _ZN3pov21DebugTextStreamBufferD0Ev
0x0048d230:0x0048d2d4, _ZN3pov21DebugTextStreamBuffer10lineoutputEPKcj
0x0048d2e0:0x0048d2e1, _ZN3pov21DebugTextStreamBuffer12directoutputEPKcj
0x0048d2f0:0x0048d2fa, _ZN3pov23FlushDebugMessageBufferEv
0x0048d300:0x0048d3cd, _ZN3pov10Debug_InfoEPKcz
0x0048d3d0:0x0048d590, _ZN3pov7WarningEjPKcz
0x0048d590:0x0048d5c6, _ZN3pov13CleanupStringEPc
0x0048d5d0:0x0048d7b2, _ZN3pov9WarningAtEjPKclmS1_z
0x0048d7c0:0x0048d95a, _ZN3pov13PossibleErrorEPKcz
0x0048d960:0x0048db09, _ZN3pov5ErrorEPKcz
0x0048db20:0x0048dd87, _ZN3pov12pov_shelloutENS_9shelltypeE
0x0048dd90:0x0048df2c, _ZN3pov7ErrorAtEPKclmS1_z
0x0048df40:0x0048df6b, _ZN3pov14init_shelloutsEv
0x0048df70:0x0048e0dc, _ZN3pov16Prune_Vista_TreeEi
0x0048e0e0:0x0048e231, _ZN3pov17Trace_Primary_RayEPNS_10Ray_StructEPfdi
0x0048e240:0x0048e527, _ZN3povL20intersect_vista_treeEPNS_10Ray_StructEPNS_24Project_Tree_Node_StructEiPNS_10istk_entryE
0x0048e530:0x0048e5c3, _ZN3pov18Build_Vista_BufferEv
0x0048e5d0:0x0048e678, _ZN3povL21init_view_coordinatesEv
0x0048e680:0x0048e8ef, _ZN3povL21project_bounding_slabEPNS_14Project_StructEPPNS_24Project_Tree_Node_StructEPNS_16BBox_Tree_StructE
0x0048e8f0:0x0048e91b, _ZN3pov20Destroy_Vista_BufferEv
0x0048e920:0x0048e954, _ZN3pov17Draw_Vista_BufferEv
0x0048e960:0x0048e9fd, _ZN3povL10draw_vistaEPNS_24Project_Tree_Node_StructEPiS2_
0x0048ea00:0x0048ea3e, _ZN3povL14project_objectEPNS_13Object_StructEPNS_14Project_StructE
0x0048ea40:0x0048ec8e, _ZN3povL26get_perspective_projectionEPNS_13Object_StructEPNS_14Project_StructEi
0x0048ec90:0x0048efe2, _ZN3povL27get_orthographic_projectionEPNS_13Object_StructEPNS_14Project_StructEi
0x0048eff0:0x0048f0ec, _ZN3povL11project_boxEPNS_14Project_StructEPNS_13Object_StructEPi
0x0048f0f0:0x0048f1e7, _ZN3povL14project_hfieldEPNS_14Project_StructEPNS_13Object_StructEPi
0x0048f1f0:0x0048f2ef, _ZN3povL23project_smooth_triangleEPNS_14Project_StructEPNS_13Object_StructEPi
0x0048f2f0:0x0048f3ef, _ZN3povL16project_triangleEPNS_14Project_StructEPNS_13Object_StructEPi
0x0048f3f0:0x0048f4c3, _ZN3povL14project_boundsEPNS_14Project_StructEPNS_19Bounding_Box_StructEPi
0x0048f4d0:0x0048f565, _ZN3povL15transform_pointEPd
0x0048f570:0x0048fa97, _ZN3povL12project_bboxEPNS_14Project_StructEPA3_dPi_0
0x0048faa0:0x0048fc52, _ZN3povL21project_raw_rectangleEPNS_14Project_StructEPdS2_S2_S2_Pi
0x0048fc60:0x0048fee2, _ZN3povL20project_raw_triangleEPNS_14Project_StructEPdS2_S2_Pi
0x0048fef0:0x00490017, _ZN3povL15draw_projectionEPNS_14Project_StructEiPiS2_
0x00490020:0x0049008c, _ZN3pov24Initialize_VLBuffer_CodeEv
0x00490090:0x004900eb, _ZN3pov26Reinitialize_VLBuffer_CodeEv
0x004900f0:0x00490162, _ZN3pov26Deinitialize_VLBuffer_CodeEv
0x00490170:0x00490f53, _ZN3pov12Clip_PolygonEPA3_dPiPKdS4_S4_S4_dddd
0x00490f60:0x00490fe1, _ZN3pov20Destroy_Project_TreeEPNS_24Project_Tree_Node_StructE
0x00490ff0:0x0049145a, _ZN3pov11Warp_EPointEPdS0_PNS_14Pattern_StructE
0x00491460:0x00491616, _ZN3povL16warp_cylindricalEPdPNS_16Cylindrical_WarpE
0x00491620:0x004916b6, _ZN3povL11warp_planarEPdPNS_11Planar_WarpE
0x004916c0:0x00491939, _ZN3povL14warp_sphericalEPdPNS_14Spherical_WarpE
0x00491940:0x00491bc0, _ZN3povL13warp_toroidalEPdPNS_13Toroidal_WarpE
0x00491bc0:0x00491c29, _ZN3pov11Warp_NormalEPdS0_PNS_14Pattern_StructEi
0x00491c30:0x00491ca7, _ZN3pov13UnWarp_NormalEPdS0_PNS_14Pattern_StructEi
0x00491cb0:0x00491f0b, _ZN3pov11Create_WarpEi
0x00491f10:0x00491f3d, _ZN3pov13Destroy_WarpsEPNS_12Warps_StructE
0x00491f40:0x0049200e, _ZN3pov10Copy_WarpsEPNS_12Warps_StructE
0x00492010:0x0049202a, _ZN8pov_base6IOBaseC2Ejj
0x00492030:0x0049203c, _ZN8pov_base7OStreamD2Ev
0x00492040:0x00492052, _ZN8pov_base6IOBaseD0Ev
0x00492060:0x00492195, _ZN8pov_base6IOBase4openEPKcj
0x004921a0:0x004921be, _ZN8pov_base6IOBase5seekgEmj
0x004921c0:0x004921e2, _ZN8pov_base6IOBase5closeEv
0x004921f0:0x00492207, _ZN8pov_base6IOBase5flushEv
0x00492210:0x00492244, _ZN8pov_base6IOBase4readEPvm
0x00492250:0x00492284, _ZN8pov_base6IOBase5writeEPvm
0x00492290:0x004922a8, _ZN8pov_base7IStreamC2Ej
0x004922b0:0x004922c2, _ZN8pov_base7IStreamD0Ev
0x004922d0:0x004922e7, _ZN8pov_base7IStream10Read_ShortEv
0x004922f0:0x00492306, _ZN8pov_base7IStream8Read_IntEv
0x00492310:0x00492324, _ZN8pov_base7IStream9Read_LongEv
0x00492330:0x00492359, _ZN8pov_base7IStream11UnRead_ByteEi
0x00492360:0x00492401, _ZN8pov_base7IStream7getlineEPcm
0x00492410:0x0049242b, _ZN8pov_base7OStreamC2Ej
0x00492430:0x00492442, _ZN8pov_base7OStreamD0Ev
0x00492450:0x0049250d, _ZN8pov_base7OStream6printfEPKcz
0x00492510:0x004925a7, _ZN8pov_base11New_IStreamEPKcj
0x004925b0:0x00492643, _ZN8pov_base11New_OStreamEPKcjb
0x00492650:0x00492696, _ZN8pov_base13Has_ExtensionEPKc
0x004926a0:0x00492716, _ZN8pov_base10Split_PathEPcS0_S0_
0x00492720:0x00492740, _ZN8pov_base10File_ExistEPKc
0x00492740:0x00492767, _ZN8pov_base7OStreamlsEPKc
0x00492770:0x00492778, _ZN8pov_base12PlatformBase24GetPlatformBaseReferenceEv
0x00492780:0x00492784, _ZN8pov_base7PointerINS_7IStreamEEC2EPS1_
0x00492790:0x00492797, _ZN8pov_base7PointerINS_7IStreamEEeqEPv
0x004927a0:0x004927a4, _ZNK8pov_base7PointerINS_7IStreamEEptEv
0x004927b0:0x004927bb, _ZN8pov_base7PointerINS_7IStreamEE7releaseEv
0x004927c0:0x004927db, _ZN8pov_base7PointerINS_7IStreamEED2Ev
0x004927e0:0x004927e4, _ZN8pov_base7PointerINS_7OStreamEEC2EPS1_
0x004927f0:0x004927f7, _ZN8pov_base7PointerINS_7OStreamEEeqEPv
0x00492800:0x00492804, _ZNK8pov_base7PointerINS_7OStreamEEptEv
0x00492810:0x0049281b, _ZN8pov_base7PointerINS_7OStreamEE7releaseEv
0x00492820:0x0049283b, _ZN8pov_base7PointerINS_7OStreamEED2Ev
0x00492840:0x004928bf, _Z17POVMS_OpenContextPPv
0x004928c0:0x00492944, _Z16POVMSStream_Initv
0x00492950:0x00492978, _Z20POVMS_AssertFunctioniPKcS0_i
0x00492980:0x004929ac, _Z27POVMS_Sys_QueueOpen_Defaultv
0x004929b0:0x00492a0b, _Z18POVMS_CloseContextPv
0x00492a10:0x00492a57, _Z28POVMS_Sys_QueueClose_DefaultP27POVMS_Sys_QueueNode_Default
0x00492a60:0x00492a9d, _Z30POVMS_RemoveReceiveHandlerNodeP16POVMSContextDataP23POVMSReceiveHandlerNode
0x00492aa0:0x00492acf, _Z23POVMS_GetContextAddressPvPS_
0x00492ad0:0x00492ad4, _Z32POVMS_Sys_QueueToAddress_DefaultP27POVMS_Sys_QueueNode_Default
0x00492ae0:0x00492b3a, _Z21POVMS_InstallReceiverPvPFiP9POVMSDataS1_iS_EjjS_
0x00492b40:0x00492bb9, _Z27POVMS_AddReceiveHandlerNodeP16POVMSContextData
0x00492bc0:0x00492bf3, _Z20POVMS_RemoveReceiverPvjj
0x00492c00:0x00492c27, _Z28POVMS_FindReceiveHandlerNodeP16POVMSContextDatajj
0x00492c30:0x00492f55, _Z21POVMS_ProcessMessagesPvi
0x00492f60:0x00493013, _Z30POVMS_Sys_QueueReceive_DefaultP27POVMS_Sys_QueueNode_DefaultPib
0x00493020:0x00493052, _Z22POVMSStream_ReadStringPcPhiPi
0x00493060:0x0049309b, _Z19POVMSStream_ReadIntPiPhS_
0x004930a0:0x00493400, _Z16POVMSStream_ReadP9POVMSDataPhPi
0x00493400:0x00493462, _Z25POVMSMsg_GetSourceAddressP9POVMSDataPPv
0x00493470:0x004934cc, _Z30POVMSMsg_SetDestinationAddressP9POVMSDataPv
0x004934d0:0x00493532, _Z30POVMSMsg_GetDestinationAddressP9POVMSDataPPv
0x00493540:0x0049359c, _Z25POVMSMsg_SetSourceAddressP9POVMSDataPv
0x004935a0:0x00493689, _Z13POVMS_ReceivePvP9POVMSDataS1_i
0x00493690:0x004938fe, _Z10POVMS_SendPvP9POVMSDataS1_i
0x00493900:0x0049396b, _Z18POVMSObject_DeleteP9POVMSData
0x00493970:0x004939d1, _Z16POVMSUtil_GetIntP9POVMSDatajPi
0x004939e0:0x00493b3e, _Z16POVMSStream_SizeP9POVMSData
0x00493b40:0x00493b88, _Z23POVMSStream_WriteStringPKcPhPi
0x00493b90:0x00493bc6, _Z20POVMSStream_WriteIntiPhPi
0x00493bd0:0x00493ec6, _Z17POVMSStream_WriteP9POVMSDataPhPi
0x00493ed0:0x00493f94, _Z27POVMS_Sys_QueueSend_DefaultP27POVMS_Sys_QueueNode_DefaultPvi
0x00493fa0:0x00493fa4, _Z32POVMS_Sys_AddressToQueue_DefaultPv
0x00493fb0:0x00494011, _Z17POVMSUtil_GetTypeP9POVMSDatajPj
0x00494020:0x0049407c, _Z16POVMSUtil_SetIntP9POVMSDataji
0x00494080:0x004940c1, _Z27POVMSStream_BuildOrderTablePhS_Pii
0x004940d0:0x004940f7, _Z27POVMSStream_ReadDataOrderedPhS_Pii
0x00494100:0x00494121, _Z29POVMSStream_ReadDataUnorderedPhS_i
0x00494130:0x0049416b, _Z20POVMSStream_ReadLongPxPhPi
0x00494170:0x004941bf, _Z21POVMSStream_ReadFloatPfPhPi
0x004941c0:0x004941fb, _Z20POVMSStream_ReadTypePjPhPi
0x00494200:0x00494227, _Z28POVMSStream_WriteDataOrderedPhS_Pii
0x00494230:0x00494251, _Z30POVMSStream_WriteDataUnorderedPhS_i
0x00494260:0x00494294, _Z21POVMSStream_WriteLongxPhPi
0x004942a0:0x004942de, _Z22POVMSStream_WriteFloatfPhPi
0x004942e0:0x00494316, _Z21POVMSStream_WriteTypejPhPi
0x00494320:0x00494459, _Z16POVMSStream_DumpP8_IO_FILEPhi
0x00494460:0x004944a4, _Z21POVMSMsg_SetupMessageP9POVMSDatajj
0x004944b0:0x004944c6, _Z24POVMSMsg_SetMessageClassP9POVMSDataj
0x004944d0:0x004944e6, _Z29POVMSMsg_SetMessageIdentifierP9POVMSDataj
0x004944f0:0x00494510, _Z24POVMSMsg_GetMessageClassP9POVMSDataPj
0x00494510:0x0049456c, _Z17POVMSUtil_SetTypeP9POVMSDatajj
0x00494570:0x00494590, _Z29POVMSMsg_GetMessageIdentifierP9POVMSDataPj
0x00494590:0x004945f5, _Z15POVMSObject_GetP9POVMSDataS0_j
0x00494600:0x00494661, _Z13POVMSAttr_GetP9POVMSDatajPvPi
0x00494670:0x004946cc, _Z16POVMSAttr_DeleteP9POVMSData
0x004946d0:0x004946ed, _Z13POVMSAttr_NewP9POVMSData
0x004946f0:0x0049477d, _Z13POVMSAttr_SetP9POVMSDatajPKvi
0x00494780:0x00494863, _Z15POVMSObject_SetP9POVMSDataS0_j
0x00494870:0x00494898, _Z15POVMSObject_NewP9POVMSDataj
0x004948a0:0x004949a1, _Z16POVMSObject_CopyP9POVMSDataS0_
0x004949b0:0x00494a76, _Z14POVMSAttr_CopyP9POVMSDataS0_
0x00494a80:0x00494b72, _Z17POVMSObject_MergeP9POVMSDataS0_
0x00494b80:0x00494ba2, _Z16POVMSObject_FindP9POVMSDataj
0x00494bb0:0x00494c49, _Z18POVMSObject_RemoveP9POVMSDataj
0x00494c50:0x00494c8e, _Z17POVMSObject_ExistP9POVMSDataj
0x00494c90:0x00494cbf, _Z17POVMSObject_CountP9POVMSDataPi
0x00494cc0:0x00494e13, _Z16POVMSObject_DumpP8_IO_FILEP9POVMSData
0x00494e20:0x00494e6b, _Z21POVMSObject_DumpSpaceP8_IO_FILE
0x00494e70:0x004950d1, _Z20POVMSObject_DumpAttrP8_IO_FILEP9POVMSData
0x004950e0:0x00495110, _Z22POVMSObjectStream_SizeP9POVMSDataPi
0x00495110:0x00495147, _Z22POVMSObjectStream_ReadP9POVMSDataPhPi
0x00495150:0x00495187, _Z23POVMSObjectStream_WriteP9POVMSDataPhPi
0x00495190:0x004951c4, _Z20POVMSAttrList_DeleteP9POVMSData
0x004951d0:0x00495325, _Z18POVMSAttrList_CopyP9POVMSDataS0_
0x00495330:0x00495347, _Z14POVMSAttr_SizeP9POVMSDataPi
0x00495350:0x00495366, _Z14POVMSAttr_TypeP9POVMSDataPj
0x00495370:0x0049538d, _Z17POVMSAttrList_NewP9POVMSData
0x00495390:0x0049543e, _Z19POVMSAttrList_ClearP9POVMSData
0x00495440:0x004954d0, _Z20POVMSAttrList_AppendP9POVMSDataS0_
0x004954d0:0x00495504, _Z20POVMSAttrList_RemoveP9POVMSData
0x00495510:0x004955f3, _Z23POVMSAttrList_RemoveNthP9POVMSDatai
0x00495600:0x0049565e, _Z20POVMSAttrList_GetNthP9POVMSDataiS0_
0x00495660:0x004956ce, _Z20POVMSAttrList_SetNthP9POVMSDataiS0_
0x004956d0:0x004956ef, _Z19POVMSAttrList_CountP9POVMSDataPi
0x004956f0:0x00495752, _Z19POVMSUtil_SetStringP9POVMSDatajPKc
0x00495760:0x004957ba, _Z17POVMSUtil_SetLongP9POVMSDatajx
0x004957c0:0x0049581e, _Z18POVMSUtil_SetFloatP9POVMSDatajf
0x00495820:0x00495880, _Z17POVMSUtil_SetBoolP9POVMSDataji
0x00495880:0x00495906, _Z25POVMSUtil_GetStringLengthP9POVMSDatajPi
0x00495910:0x0049596d, _Z19POVMSUtil_GetStringP9POVMSDatajPcPi
0x00495970:0x004959d1, _Z17POVMSUtil_GetLongP9POVMSDatajPx
0x004959e0:0x00495a72, _Z18POVMSUtil_GetFloatP9POVMSDatajPf
0x00495a80:0x00495af6, _Z17POVMSUtil_GetBoolP9POVMSDatajPi
0x00495b00:0x00495b2b, _Z19POVMSUtil_TempAllocPPvi
0x00495b30:0x00495b48, _Z18POVMSUtil_TempFreePv
0x00495b50:0x00495b92, _Z19POVMS_ReadFromStdinPi
0x00495ba0:0x00495c82, _Z19POVMS_WriteToStdoutPvi
0x00495c90:0x00495ca8, _ZN15POVMS_ContainerC2Ev
0x00495cb0:0x00495cb1, _ZN15POVMS_ContainerD2Ev
0x00495cc0:0x00495cc5, _ZN15POVMS_ContainerD0Ev
0x00495cd0:0x00495cd4, _ZN15POVMS_Container4TypeEv
0x00495ce0:0x00495ce5, _ZN15POVMS_Container4SizeEv
0x00495cf0:0x00495cfb, _ZN15POVMS_Container6IsNullEv
0x00495d00:0x00495d11, _ZN15POVMS_Container10DetachDataEv
0x00495d20:0x00495d5f, _ZN15POVMS_AttributeC2Ev
0x00495d60:0x00495dd1, _ZN15POVMS_AttributeC2EPKc
0x00495de0:0x00495e4f, _ZN15POVMS_AttributeC2Ei
0x00495e50:0x00495ebd, _ZN15POVMS_AttributeC2Ex
0x00495ec0:0x00495f31, _ZN15POVMS_AttributeC2Ef
0x00495f40:0x00495fd6, _ZN15POVMS_AttributeC2Eb
0x00495fe0:0x0049604f, _ZN15POVMS_AttributeC2Ej
0x00496050:0x00496078, _ZN15POVMS_AttributeC2ER9POVMSData
0x00496080:0x004960cc, _ZN15POVMS_AttributeC2ERS_
0x004960d0:0x0049610c, _ZN15POVMS_AttributeD2Ev
0x00496110:0x00496122, _ZN15POVMS_AttributeD0Ev
0x00496130:0x0049618d, _ZN15POVMS_AttributeaSERS_
0x00496190:0x004961bd, _ZN15POVMS_Attribute3GetEjPvPi
0x004961c0:0x004961ed, _ZN15POVMS_Attribute3SetEjPvi
0x004961f0:0x0049622f, _ZN10POVMS_ListC2Ev
0x00496230:0x00496258, _ZN10POVMS_ListC2ER9POVMSData
0x00496260:0x004962ac, _ZN10POVMS_ListC2ERS_
0x004962b0:0x004962ec, _ZN10POVMS_ListD2Ev
0x004962f0:0x00496302, _ZN10POVMS_ListD0Ev
0x00496310:0x0049636d, _ZN10POVMS_ListaSERS_
0x00496370:0x004963b2, _ZN10POVMS_List6AppendER15POVMS_Attribute
0x004963c0:0x00496402, _ZN10POVMS_List6AppendERS_
0x00496410:0x00496452, _ZN10POVMS_List6AppendER12POVMS_Object
0x00496460:0x004964d1, _ZN10POVMS_List6GetNthEiR15POVMS_Attribute
0x004964e0:0x00496551, _ZN10POVMS_List6GetNthEiRS_
0x00496560:0x004965d1, _ZN10POVMS_List6GetNthEiR12POVMS_Object
0x004965e0:0x00496622, _ZN10POVMS_List6SetNthEiR15POVMS_Attribute
0x00496630:0x00496672, _ZN10POVMS_List6SetNthEiRS_
0x00496680:0x004966c2, _ZN10POVMS_List6SetNthEiR12POVMS_Object
0x004966d0:0x004966fd, _ZN10POVMS_List9RemoveNthEi
0x00496700:0x0049672d, _ZN10POVMS_List5ClearEv
0x00496730:0x0049677a, _ZN12POVMS_ObjectC2Ej
0x00496780:0x004967a8, _ZN12POVMS_ObjectC2ER9POVMSData
0x004967b0:0x004967dd, _ZN12POVMS_ObjectC2EP9POVMSData
0x004967e0:0x0049682c, _ZN12POVMS_ObjectC2ERS_
0x00496830:0x00496842, _ZN12POVMS_ObjectD0Ev
0x00496850:0x004968ad, _ZN12POVMS_ObjectaSERS_
0x004968b0:0x00496921, _ZN12POVMS_Object3GetEjR15POVMS_Attribute
0x00496930:0x004969a1, _ZN12POVMS_Object3GetEjR10POVMS_List
0x004969b0:0x00496a21, _ZN12POVMS_Object3GetEjRS_
0x00496a30:0x00496a76, _ZN12POVMS_Object3SetEjR15POVMS_Attribute
0x00496a80:0x00496ac6, _ZN12POVMS_Object3SetEjR10POVMS_List
0x00496ad0:0x00496b16, _ZN12POVMS_Object3SetEjRS_
0x00496b20:0x00496b4d, _ZN12POVMS_Object6RemoveEj
0x00496b50:0x00496b61, _ZN12POVMS_Object5ExistEj
0x00496b70:0x00496ba4, _ZN12POVMS_Object5MergeERS_
0x00496bb0:0x00496bb5, _ZNK12POVMS_ObjectdeEv
0x00496bc0:0x00496bc5, _ZNK12POVMS_ObjectptEv
0x00496bd0:0x00496c16, _ZN12POVMS_ObjectclEv
0x00496c20:0x00496c4d, _ZN12POVMS_Object9SetStringEjPKc
0x00496c50:0x00496c7d, _ZN12POVMS_Object6SetIntEji
0x00496c80:0x00496cad, _ZN12POVMS_Object7SetLongEjx
0x00496cb0:0x00496cdd, _ZN12POVMS_Object8SetFloatEjf
0x00496ce0:0x00496d0d, _ZN12POVMS_Object7SetBoolEji
0x00496d10:0x00496d3d, _ZN12POVMS_Object7SetTypeEjj
0x00496d40:0x00496d86, _ZN12POVMS_Object15GetStringLengthEj
0x00496d90:0x00496dd2, _ZN12POVMS_Object9GetStringEjPci
0x00496de0:0x00496e1e, _ZN12POVMS_Object6GetIntEj
0x00496e20:0x00496e5f, _ZN12POVMS_Object7GetLongEj
0x00496e60:0x00496ea0, _ZN12POVMS_Object8GetFloatEj
0x00496ea0:0x00496ede, _ZN12POVMS_Object7GetBoolEj
0x00496ee0:0x00496f1e, _ZN12POVMS_Object7GetTypeEj
0x00496f20:0x00497022, _ZN12POVMS_Object10ReadHeaderEPhRi
0x00497030:0x00497081, _ZN12POVMS_Object10ReadObjectEPhi
0x00497090:0x00497125, _ZN12POVMS_Object11WriteHeaderEPhRi
0x00497130:0x00497158, _ZN12POVMS_Object11WriteObjectEPhi
0x00497160:0x004971bf, _ZN13POVMS_MessageC2Ejjj
0x004971c0:0x004971d2, _ZN13POVMS_MessageC2ER9POVMSData
0x004971e0:0x004971f2, _ZN13POVMS_MessageC2EP9POVMSData
0x00497200:0x00497216, _ZN13POVMS_MessageC2ER12POVMS_Object
0x00497220:0x00497236, _ZN13POVMS_MessageC2ERS_
0x00497240:0x0049729d, _ZN13POVMS_MessageaSERS_
0x004972a0:0x004972de, _ZN13POVMS_Message8GetClassEv
0x004972e0:0x0049731e, _ZN13POVMS_Message13GetIdentifierEv
0x00497320:0x0049735f, _ZN13POVMS_Message16GetSourceAddressEv
0x00497360:0x0049739f, _ZN13POVMS_Message21GetDestinationAddressEv
0x004973a0:0x004973cd, _ZN13POVMS_Message21SetDestinationAddressEPv
0x004973d0:0x004973e4, _ZN21POVMS_MessageReceiverC2EPv
